activity_id,student_id,course_id,video_watched_min,quiz_score,assignment_score,timestamp
A000558,S029511,C042027,273,70,82,2024-08-02
A000559,S042795,C031029,15,26,90,2024-12-23
A000560,S039294,C015173,29,58,27,2024-05-24
A000561,S005748,C017438,162,70,85,2024-12-30
A000562,S002405,C041191,267,86,2,2024-08-05
A000563,S015359,C026189,223,69,64,2024-12-30
A000564,S041440,C022399,91,42,15,2024-04-02
A000565,S024032,C027086,156,76,90,2023-02-20
A000566,S002955,C032497,197,88,30,2024-03-05
A000567,S045042,C030738,10,73,73,2023-06-16
A000568,S006815,C013160,17,44,41,2024-12-16
A000569,S023608,C021697,107,17,40,2024-08-11
A000570,S019801,C038666,179,79,65,2024-11-17
A000571,S038300,C041748,189,33,78,2024-12-23
A000572,S012650,C037933,281,21,85,2024-11-02
A000573,S028623,C015439,235,20,69,2024-10-25
A000574,S040281,C040022,222,18,35,2024-11-16
A000575,S044537,C019211,46,79,3,2024-12-06
A000576,S004713,C041029,178,92,10,2024-12-30
A000577,S033701,C048829,270,7,87,2024-12-07
A000578,S032758,C008706,276,88,91,2024-12-10
A000579,S006067,C027283,30,91,21,2024-11-13
A000580,S037007,C026918,297,1,58,2022-11-08
A000581,S026373,C026206,273,19,49,2024-08-06
A000582,S011039,C034856,223,63,40,2024-12-30
A000583,S040932,C004969,162,43,81,2024-12-28
A000584,S024908,C026557,265,28,93,2024-11-10
A000585,S048797,C036761,94,81,17,2024-12-14
A000586,S023964,C024348,94,57,52,2024-12-11
A000587,S047284,C011256,297,32,31,2024-12-18
A000588,S011726,C048677,92,85,12,2024-04-27
A000589,S031970,C000647,5,69,24,2024-12-20
A000590,S024760,C021929,103,36,7,2024-12-29
A000591,S035445,C011105,170,10,75,2024-12-18
A000592,S006035,C026369,254,12,60,2024-12-30
A000593,S037863,C028525,131,88,60,2024-07-16
A000594,S013316,C008279,123,81,37,2024-12-11
A000595,S045800,C001619,222,63,18,2024-12-17
A000596,S028831,C006710,279,36,28,2023-08-17
A000597,S044197,C008236,154,91,100,2024-09-29
A000598,S043563,C001234,182,31,24,2024-11-29
A000599,S039122,C003891,258,9,54,2024-11-27
A000600,S040123,C027537,179,96,24,2024-12-22
A000601,S002737,C044685,158,91,77,2024-08-27
A000602,S018457,C036461,232,51,14,2024-12-14
A000603,S003561,C044976,285,19,39,2024-11-06
A000604,S041181,C018905,78,92,42,2024-11-07
A000605,S023153,C036075,222,87,56,2024-12-11
A000606,S019816,C044021,159,49,19,2024-11-26
A000607,S034635,C016843,9,67,39,2024-12-30
A000608,S044691,C046864,269,31,12,2024-09-13
A000609,S000761,C022365,106,59,76,2024-12-25
A000610,S004794,C047893,46,94,64,2024-12-28
A000611,S026838,C000417,162,50,73,2024-12-05
A000612,S017695,C022016,162,47,97,2024-10-26
A000613,S025319,C019441,197,93,97,2023-12-12
A000614,S035116,C008152,178,44,85,2024-12-23
A000615,S044308,C020868,282,95,7,2024-12-07
A000616,S009599,C036449,72,5,29,2024-10-13
A000617,S012660,C001687,62,56,16,2024-12-27
A000618,S017825,C009877,93,94,77,2024-12-09
A000619,S031808,C014960,40,83,79,2024-11-29
A000620,S007448,C022980,15,7,87,2024-12-03
A000621,S037886,C009412,252,85,99,2024-12-10
A000622,S049622,C037229,105,59,81,2024-11-08
A000623,S044038,C024516,77,70,52,2024-12-17
A000624,S019477,C006942,174,35,34,2024-12-14
A000625,S007530,C049743,101,69,40,2024-08-27
A000626,S041752,C033480,253,75,28,2024-12-13
A000627,S044287,C023293,108,73,58,2024-12-30
A000628,S019117,C017926,277,89,30,2024-12-09
A000629,S041738,C008066,193,96,52,2024-12-27
A000630,S004898,C035064,66,94,43,2024-12-26
A000631,S003212,C046078,183,21,40,2024-12-30
A000632,S003650,C006970,60,95,9,2024-12-06
A000633,S012503,C012194,144,90,4,2024-08-10
A000634,S008427,C048968,119,29,67,2024-12-14
A000635,S008148,C043267,62,96,27,2024-12-30
A000636,S013818,C036042,207,1,78,2024-12-27
A000637,S006232,C016288,50,96,27,2024-11-09
A000638,S024530,C027656,69,47,95,2023-08-31
A000639,S036705,C029510,79,0,84,2024-05-31
A000640,S000171,C036512,77,25,35,2024-09-07
A000641,S042329,C015348,254,76,13,2024-12-30
A000642,S005832,C039067,278,20,83,2024-11-20
A000643,S040022,C021861,234,2,64,2024-09-03
A000644,S017599,C044347,52,34,18,2024-11-30
A000645,S016017,C047480,133,2,29,2024-10-31
A000646,S008859,C045108,203,57,67,2024-10-28
A000647,S028925,C004679,289,76,87,2024-08-09
A000648,S015988,C048152,139,38,92,2024-09-25
A000649,S038375,C021935,218,10,10,2024-11-11
A000650,S039209,C016368,271,73,89,2024-12-01
A000651,S033574,C021228,118,88,26,2024-12-20
A000652,S030031,C010453,40,29,67,2023-11-06
A000653,S042550,C011013,5,45,27,2024-12-07
A000654,S024538,C003814,106,13,39,2024-10-01
A000655,S018626,C033123,135,95,49,2024-11-02
A000656,S003377,C000086,294,28,48,2024-07-25
A000657,S045702,C023926,40,30,0,2024-12-11
A000658,S025593,C018226,256,16,56,2024-12-30
A000659,S039920,C048531,99,92,30,2024-12-29
A000660,S022449,C026041,175,25,98,2024-11-30
A000661,S000333,C046245,124,29,25,2024-12-02
A000662,S023374,C012017,193,24,74,2024-07-10
A000663,S041284,C014537,242,30,29,2024-12-28
A000664,S004973,C018753,281,55,59,2024-12-19
A000665,S043450,C042026,270,45,56,2024-06-02
A000666,S029229,C038010,164,18,12,2024-10-19
A000667,S043100,C009776,196,52,0,2024-11-27
A000668,S034132,C008723,251,80,2,2024-08-22
A000669,S041151,C031587,198,29,82,2024-11-08
A000670,S047212,C027578,221,31,36,2024-12-25
A000671,S044531,C012438,117,34,13,2024-12-28
A000672,S005668,C012969,203,7,11,2024-12-18
A000673,S001005,C026576,54,24,46,2024-12-15
A000674,S022912,C014687,227,49,98,2024-07-24
A000675,S022885,C003554,186,85,15,2024-04-26
A000676,S034023,C030548,90,20,79,2024-12-30
A000677,S040575,C017751,122,3,88,2024-12-23
A000678,S033096,C033861,73,40,79,2024-12-02
A000679,S049929,C012373,29,100,50,2024-12-26
A000680,S045007,C004686,47,40,86,2024-11-22
A000681,S023542,C018054,279,16,80,2024-11-28
A000682,S030082,C011330,108,10,44,2024-12-29
A000683,S039018,C017159,175,76,75,2024-12-03
A000684,S043727,C007869,163,47,63,2024-11-11
A000685,S027712,C001908,287,86,41,2024-12-13
A000686,S031922,C025147,299,94,68,2024-12-20
A000687,S022283,C045257,165,81,34,2024-05-05
A000688,S029614,C006713,129,47,92,2024-12-28
A000689,S014474,C020765,178,87,93,2024-12-19
A000690,S009761,C015554,265,82,96,2024-12-29
A000691,S033050,C006630,116,2,36,2024-12-07
A000692,S013094,C000500,83,51,94,2024-10-06
A000693,S027772,C030226,70,72,1,2024-06-08
A000694,S035438,C036170,48,73,81,2024-12-19
A000695,S009254,C039596,181,54,67,2024-12-30
A000696,S015983,C038266,10,57,67,2024-12-12
A000697,S028715,C001674,152,62,15,2024-11-20
A000698,S018191,C031111,219,3,83,2024-10-07
A000699,S010714,C009114,104,91,90,2024-04-02
A000700,S002737,C044685,73,81,76,2024-10-07
A000701,S024699,C033794,168,38,96,2024-12-28
A000702,S042246,C046645,39,87,42,2024-10-26
A000703,S042759,C045480,71,64,67,2024-12-03
A000704,S045252,C027420,275,84,42,2023-07-24
A000705,S043856,C043529,211,22,18,2024-03-28
A000706,S032205,C005622,105,30,76,2024-06-03
A000707,S026450,C014838,173,45,36,2024-09-30
A000708,S024790,C021250,159,32,66,2024-12-28
A000709,S033751,C031117,79,15,35,2024-11-23
A000710,S036874,C018988,224,17,78,2024-12-25
A000711,S037386,C038842,160,15,72,2024-10-13
A000712,S017012,C018746,143,87,40,2024-09-12
A000713,S048590,C011061,177,90,45,2024-12-28
A000714,S019490,C048678,27,31,41,2024-11-15
A000715,S039434,C049224,125,0,56,2024-12-30
A000716,S015314,C038927,19,50,78,2024-12-24
A000717,S014441,C028936,251,91,29,2024-12-30
A000718,S009249,C002897,210,51,13,2024-12-24
A000719,S041993,C023372,67,69,54,2024-05-28
A000720,S009478,C006174,165,16,100,2024-12-29
A000721,S010341,C024151,106,29,98,2024-12-01
A000722,S042169,C004727,226,18,66,2024-12-29
A000723,S001357,C021905,151,98,45,2023-07-15
A000724,S006776,C047872,115,70,12,2024-11-29
A000725,S019861,C039740,262,46,95,2024-11-23
A000726,S002256,C017476,82,45,65,2024-12-15
A000727,S035833,C033396,182,2,32,2024-09-22
A000728,S025430,C025214,157,5,9,2024-12-29
A000729,S041184,C030077,252,59,78,2024-11-09
A000730,S045785,C030230,88,25,85,2024-09-16
A000731,S033605,C032088,102,1,14,2024-12-18
A000732,S010049,C015005,24,58,94,2024-03-23
A000733,S000841,C036026,49,18,73,2024-11-10
A000734,S031725,C047502,132,21,74,2024-04-13
A000735,S027180,C032151,44,50,0,2024-11-30
A000736,S039400,C004064,293,81,62,2023-10-29
A000737,S001510,C013537,245,36,57,2024-12-21
A000738,S015385,C005047,189,70,67,2024-12-17
A000739,S044606,C026473,113,99,77,2024-11-20
A000740,S017492,C032917,257,85,22,2024-12-29
A000741,S037198,C041111,35,86,94,2024-11-17
A000742,S023324,C016410,103,96,7,2024-05-17
A000743,S018877,C048877,47,38,93,2024-12-29
A000744,S023664,C007611,276,63,91,2024-09-29
A000745,S034645,C046907,58,46,23,2024-12-20
A000746,S002814,C048001,160,41,56,2024-09-29
A000747,S034557,C043316,291,8,75,2024-12-29
A000748,S013462,C038445,254,28,16,2024-12-25
A000749,S036112,C017212,214,30,43,2024-11-08
A000750,S047433,C044419,124,91,38,2024-12-30
A000751,S031422,C027683,85,13,23,2024-04-28
A000752,S006181,C038185,272,65,63,2024-05-31
A000753,S020095,C045308,134,32,35,2024-12-30
A000754,S004008,C009879,38,10,2,2024-12-08
A000755,S021355,C000640,294,93,24,2024-11-30
A000756,S049609,C037884,7,29,21,2024-12-26
A000757,S004685,C043878,73,16,80,2024-12-30
A000758,S030722,C018309,63,83,67,2024-12-04
A000759,S020060,C034480,104,7,60,2024-06-02
A000760,S002483,C008810,122,80,86,2024-12-30
A000761,S006768,C028876,86,81,12,2024-11-25
A000762,S023873,C021383,146,59,58,2024-07-08
A000763,S049141,C015310,22,4,18,2024-01-10
A000764,S009657,C020459,12,41,79,2024-12-28
A000765,S008792,C046121,284,98,44,2024-07-05
A000766,S042269,C036856,128,91,42,2024-09-01
A000767,S008901,C008757,164,15,82,2024-10-03
A000768,S025630,C004894,95,65,20,2024-07-02
A000769,S037067,C025260,260,49,45,2024-03-04
A000770,S002854,C020098,214,35,99,2024-08-03
A000771,S049002,C014357,250,11,43,2024-10-30
A000772,S030504,C020286,201,71,64,2024-12-25
A000773,S017594,C036023,157,24,22,2024-12-11
A000774,S012129,C019163,103,56,32,2024-06-28
A000775,S034698,C013758,156,7,17,2024-11-06
A000776,S013200,C025456,113,25,53,2024-05-12
A000777,S032362,C013730,191,36,68,2024-09-22
A000778,S044432,C005958,48,9,59,2024-11-11
A000779,S048114,C025569,136,24,55,2024-09-15
A000780,S041461,C006402,224,47,15,2024-12-17
A000781,S011472,C024472,150,35,16,2023-12-05
A000782,S038253,C029317,246,86,57,2024-12-09
A000783,S029662,C007472,299,62,75,2024-05-31
A000784,S022970,C013284,221,73,87,2024-11-12
A000785,S046179,C004904,289,50,42,2024-12-05
A000786,S018514,C012223,26,22,50,2024-07-20
A000787,S048974,C037351,230,48,35,2024-12-16
A000788,S007514,C037847,34,100,46,2024-10-24
A000789,S003060,C048994,184,40,23,2024-08-24
A000790,S011153,C022842,298,52,34,2024-12-30
A000791,S004365,C030452,153,76,23,2024-03-20
A000792,S023555,C027253,290,10,43,2024-12-19
A000793,S006260,C000068,106,57,95,2024-11-11
A000794,S003239,C020916,139,41,2,2024-12-26
A000795,S020247,C001513,189,68,88,2023-08-13
A000796,S005978,C015967,151,30,65,2024-10-04
A000797,S008677,C040178,148,45,89,2024-08-21
A000798,S008164,C046475,213,16,4,2024-09-29
A000799,S033721,C034842,43,64,13,2024-02-05
A000800,S041736,C010528,127,46,91,2024-09-19
A000801,S038145,C028287,186,87,16,2024-12-06
A000802,S045847,C039300,89,56,54,2024-11-03
A000803,S029078,C040881,169,40,100,2024-12-15
A000804,S027482,C028041,275,34,5,2024-08-21
A000805,S028498,C043328,51,26,91,2024-11-21
A000806,S037664,C013802,285,38,43,2024-12-05
A000807,S008014,C007694,18,4,81,2024-12-27
A000808,S043673,C025616,111,88,17,2024-04-17
A000809,S034647,C021916,226,97,32,2024-12-03
A000810,S032079,C024039,182,48,94,2024-10-10
A000811,S010134,C019787,234,86,12,2024-05-24
A000812,S039740,C020018,210,55,26,2024-09-16
A000813,S017228,C048593,229,76,66,2024-09-28
A000814,S017061,C026248,70,60,20,2024-09-28
A000815,S032947,C004987,70,85,34,2024-09-04
A000816,S010185,C014237,71,10,89,2024-12-18
A000817,S016725,C049260,113,55,97,2024-12-30
A000818,S032758,C008706,46,42,72,2024-11-15
A000819,S004003,C043639,94,16,77,2024-12-07
A000820,S032254,C024585,34,13,28,2024-11-26
A000821,S012305,C001100,207,94,29,2024-12-14
A000822,S040816,C048149,265,42,18,2024-08-20
A000823,S002558,C039070,269,83,6,2024-08-10
A000824,S005744,C049945,248,76,72,2024-12-30
A000825,S023796,C045663,298,78,65,2024-09-17
A000826,S009474,C006475,140,78,66,2024-03-06
A000827,S022157,C028857,161,8,75,2024-11-09
A000828,S023761,C013025,234,68,56,2024-12-29
A000829,S025788,C006378,258,21,48,2024-12-11
A000830,S029284,C040061,230,16,46,2024-12-06
A000831,S022407,C027785,225,94,34,2024-12-22
A000832,S042395,C003480,19,46,87,2024-12-27
A000833,S017086,C011996,256,98,79,2024-09-07
A000834,S023444,C026502,55,59,28,2024-12-30
A000835,S045122,C033521,74,68,78,2024-12-23
A000836,S004160,C012726,140,40,59,2024-10-09
A000837,S049770,C048995,38,33,45,2024-09-12
A000838,S016028,C008409,181,64,95,2024-10-16
A000839,S034031,C009768,288,33,59,2024-12-16
A000840,S021486,C039516,84,94,90,2024-11-17
A000841,S034911,C010815,286,93,67,2024-10-05
A000842,S001190,C030463,205,93,16,2024-10-29
A000843,S033035,C009594,268,100,29,2024-11-02
A000844,S036504,C008771,289,58,49,2024-12-26
A000845,S018662,C023712,62,14,2,2024-12-15
A000846,S000885,C021468,239,97,25,2024-12-27
A000847,S008147,C032473,297,70,49,2024-12-30
A000848,S020686,C042755,54,70,63,2024-11-18
A000849,S002134,C025524,46,72,85,2024-12-13
A000850,S049375,C030995,191,10,46,2024-12-29
A000851,S046079,C012971,273,81,50,2024-06-23
A000852,S019539,C048883,283,15,100,2024-10-30
A000853,S016022,C018067,140,51,46,2024-12-30
A000854,S009035,C027667,230,46,22,2023-11-17
A000855,S011932,C049532,161,78,96,2024-08-19
A000856,S035485,C004819,181,7,14,2024-12-27
A000857,S040437,C044586,257,21,59,2024-02-05
A000858,S024016,C022435,23,6,5,2024-09-25
A000859,S025352,C000962,40,13,49,2023-11-12
A000860,S011699,C021098,32,77,58,2024-05-19
A000861,S001317,C046108,31,18,91,2024-12-28
A000862,S041906,C017340,250,85,7,2024-12-20
A000863,S021950,C029404,162,23,57,2024-11-09
A000864,S023294,C001367,244,67,9,2024-11-25
A000865,S016397,C011397,155,10,21,2024-12-28
A000866,S027684,C011041,86,54,32,2024-12-17
A000867,S032311,C002875,219,39,25,2024-02-24
A000868,S001364,C036262,24,56,68,2024-12-11
A000869,S008947,C000811,115,78,83,2024-10-08
A000870,S029873,C021426,57,68,36,2024-12-14
A000871,S028379,C036692,163,97,0,2024-12-10
A000872,S007773,C046778,80,37,14,2024-12-15
A000873,S037806,C030055,140,100,42,2024-11-10
A000874,S019591,C020622,106,4,74,2024-12-02
A000875,S043547,C047938,203,69,97,2022-03-16
A000876,S042833,C039267,278,30,54,2024-12-27
A000877,S041502,C045367,12,80,34,2024-12-13
A000878,S029614,C006713,69,41,30,2024-12-28
A000879,S040992,C000981,71,9,95,2024-11-22
A000880,S028857,C002916,194,97,39,2024-11-21
A000881,S024760,C016073,92,21,33,2024-01-05
A000882,S031162,C031955,72,72,66,2024-06-04
A000883,S026542,C048100,169,76,8,2024-10-27
A000884,S038289,C020827,190,99,33,2024-12-24
A000885,S015265,C009293,71,9,86,2024-10-31
A000886,S020855,C029393,33,74,22,2024-12-24
A000887,S045090,C034857,198,13,12,2023-04-02
A000888,S009014,C002846,73,50,86,2024-12-14
A000889,S044384,C014682,92,100,80,2024-12-26
A000890,S015938,C034415,270,81,48,2024-12-30
A000891,S020999,C049459,150,26,41,2024-09-11
A000892,S049715,C011865,255,14,66,2024-02-18
A000893,S020095,C045308,39,45,90,2024-12-30
A000894,S011270,C012389,37,29,13,2024-12-23
A000895,S026555,C033068,7,32,37,2024-12-30
A000896,S015740,C030120,224,81,69,2024-11-30
A000897,S006240,C040429,282,47,80,2024-12-25
A000898,S047053,C044121,177,82,55,2024-08-10
A000899,S028621,C023211,174,43,92,2024-12-26
A000900,S023791,C047752,144,99,15,2024-11-01
A000901,S035462,C024348,49,80,32,2024-09-16
A000902,S008294,C039522,224,9,8,2024-08-22
A000903,S028399,C004445,135,10,7,2024-11-19
A000904,S029217,C029162,190,85,2,2024-11-18
A000905,S035654,C023718,32,65,92,2024-07-09
A000906,S017955,C038233,170,70,81,2024-12-30
A000907,S035548,C028979,44,93,42,2023-04-21
A000908,S038044,C042199,76,63,22,2024-01-27
A000909,S025204,C030006,43,26,24,2024-12-04
A000910,S025369,C009546,25,61,77,2024-12-25
A000911,S046772,C010768,233,26,71,2024-11-14
A000912,S036014,C043817,158,32,58,2024-11-28
A000913,S032357,C027653,179,16,38,2024-12-30
A000914,S008593,C017607,278,86,77,2024-08-28
A000915,S031168,C008901,259,47,21,2024-12-18
A000916,S018821,C029763,65,17,15,2024-03-24
A000917,S010113,C019900,223,11,59,2024-12-10
A000918,S034614,C022700,131,26,14,2024-12-12
A000919,S041485,C016871,175,72,15,2024-03-22
A000920,S044775,C013851,56,73,10,2024-11-17
A000921,S001096,C049015,184,34,13,2024-12-25
A000922,S014930,C021835,64,51,21,2024-12-21
A000923,S022970,C013284,166,27,17,2024-12-25
A000924,S012273,C030742,218,98,58,2024-02-27
A000925,S025261,C029019,225,21,28,2024-12-23
A000926,S030665,C030063,64,35,26,2024-10-26
A000927,S019255,C002640,195,86,22,2024-07-22
A000928,S025910,C023473,272,27,84,2024-07-24
A000929,S045082,C040163,24,39,90,2023-10-12
A000930,S017767,C009453,97,9,79,2024-12-25
A000931,S001891,C042549,224,69,14,2024-07-26
A000932,S021174,C036414,152,63,68,2024-08-18
A000933,S006520,C008545,71,83,27,2024-12-30
A000934,S026869,C042756,97,92,19,2024-12-15
A000935,S014888,C037295,194,84,55,2024-12-11
A000936,S008046,C047104,233,93,43,2024-12-28
A000937,S002607,C047886,244,38,69,2024-08-07
A000938,S047179,C024917,179,55,0,2024-12-23
A000939,S008928,C007354,79,91,56,2024-12-30
A000940,S040127,C040066,237,5,68,2024-09-25
A000941,S034841,C036857,63,20,10,2024-12-30
A000942,S039495,C011750,147,77,100,2024-12-19
A000943,S034215,C038723,259,61,48,2024-12-29
A000944,S035504,C033418,220,41,14,2024-10-24
A000945,S040306,C015986,237,22,5,2024-12-09
A000946,S036471,C024190,247,20,35,2024-09-03
A000947,S047439,C009508,24,54,30,2024-10-17
A000948,S048075,C026219,221,100,50,2024-12-29
A000949,S021286,C036274,15,29,70,2024-11-08
A000950,S048959,C003749,9,17,77,2024-12-22
A000951,S034701,C005501,150,74,13,2024-12-21
A000952,S042870,C020394,86,4,47,2024-12-30
A000953,S034839,C041751,136,56,91,2024-10-07
A000954,S023122,C010789,33,13,55,2024-12-25
A000955,S007301,C003909,145,62,66,2024-10-31
A000956,S028037,C031870,257,73,57,2024-12-26
A000957,S012805,C049565,95,71,36,2024-12-29
A000958,S039315,C028171,227,32,58,2024-12-25
A000959,S048979,C019198,258,56,68,2024-12-16
A000960,S026885,C032394,194,54,93,2024-12-22
A000961,S034330,C029132,190,11,36,2024-12-21
A000962,S048660,C028933,72,63,2,2024-12-28
A000963,S044137,C046425,274,14,19,2024-01-20
A000964,S010403,C021690,181,18,63,2024-12-21
A000965,S028937,C039326,293,56,31,2023-06-25
A000966,S004452,C017734,2,51,91,2024-12-23
A000967,S022155,C031263,45,92,46,2024-12-23
A000968,S023470,C043311,267,34,93,2024-12-26
A000969,S025898,C039321,32,40,49,2024-12-14
A000970,S034155,C014030,77,81,58,2024-05-19
A000971,S011470,C006373,65,1,89,2024-12-28
A000972,S037761,C038988,196,76,8,2024-12-23
A000973,S035141,C030769,299,74,7,2024-12-26
A000974,S045232,C044471,246,46,60,2024-11-05
A000975,S013157,C016115,206,27,73,2024-12-29
A000976,S045198,C012463,88,83,57,2024-11-18
A000977,S043294,C030811,275,82,55,2024-12-15
A000978,S028948,C029457,217,47,32,2024-09-12
A000979,S039275,C000144,116,72,61,2024-12-25
A000980,S014962,C017554,115,55,41,2024-12-30
A000981,S043637,C022809,58,10,37,2024-12-30
A000982,S023996,C036565,85,51,91,2024-11-05
A000983,S037846,C026685,213,44,66,2024-06-05
A000984,S002960,C008448,163,92,88,2024-12-19
A000985,S039277,C013956,239,30,91,2024-12-19
A000986,S036618,C026305,88,52,81,2024-09-30
A000987,S030370,C009707,79,72,12,2024-12-29
